,comment,blacklist_suggestions,story_coherence,readability,rating_time,warm_up,user_suggestions,story_edit,story_old,implicit_fact_check,context_realization,false_gender,false_mood,topic_met,matches_style_tone,spelling_and_grammar,info_consistency,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date,avg_rating
10,Sätze zu lang,-1,100,50,7:24,0,-1,-1,-1,-1,-1,-1,-1,75,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106364,1,,,,,,73,,,,,12806,2022-10-02 16:40:18,83.33333333333333
11,Gut formuliert;  der Aussage entsprechend eine passende Wortwahl genutzt. Aber die Sätze zu lang&comma; trotzdem flüssig zu lesen,-1,100,100,11:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106429,3,,,,,,138,,,,,12806,2022-10-02 16:52:03,100.0
12,-1,-1,100,100,21:55,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106432,3,,,,,,141,,,,,12805,2022-10-04 00:35:11,100.0
13,-1,-1,100,100,1:17,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106474,2,,,,,,183,,,,,12805,2022-10-04 10:56:08,100.0
14,-1,-1,100,100,10:26,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106315,1,,,,,,24,,,,,12805,2022-10-04 11:06:39,100.0
15,-1,-1,100,100,0:35,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106462,2,,,,,,171,,,,,12805,2022-10-04 11:07:15,100.0
16,-1,-1,100,100,2:22,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106398,3,,,,,,107,,,,,12805,2022-10-04 11:09:39,100.0
17,-1,-1,100,100,1:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106356,1,,,,,,65,,,,,12805,2022-10-04 11:11:27,100.0
18,-1,-1,100,100,5:11,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106383,3,,,,,,92,,,,,12805,2022-10-04 11:16:40,100.0
19,-1,-1,75,75,6:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106296,1,,,,,,5,,,,,12805,2022-10-04 12:10:29,85.83333333333333
20,-1,-1,100,100,1:38,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106469,2,,,,,,178,,,,,12805,2022-10-04 12:12:09,100.0
21,-1,-1,100,100,2:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106434,3,,,,,,143,,,,,12805,2022-10-04 12:14:47,100.0
22,The horoscope covers two days of the week specifically&comma; but leaves other days unattended,-1,100,100,6:24,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106342,1,,,,,,51,,,,,12805,2022-10-04 12:21:13,91.66666666666667
23,-1,-1,100,100,0:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106496,2,,,,,,205,,,,,12805,2022-10-04 12:21:49,100.0
24,-1,-1,100,100,0:43,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106442,2,,,,,,151,,,,,12805,2022-10-04 12:22:34,100.0
25,Mit Überschrift&comma; die aus der Nennung des Sternzeichens besteht.Sternzeichen im Text explizit genannt,-1,100,50,8:39,1,-1,-1,-1,-1,-1,-1,-1,75,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106367,3,,,,,,76,,,,,12806,2022-10-04 13:27:41,83.33333333333333
26,-1,-1,50,50,15:12,1,-1,-1,-1,-1,-1,-1,-1,100,75,80,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106339,1,,,,,,48,,,,,12806,2022-10-04 13:42:55,75.83333333333333
27,Der Text-Aussage entsprechend eine passende Wortwahl genutzt,-1,100,100,15:1,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106487,2,,,,,,196,,,,,12806,2022-10-04 13:57:57,100.0
28,-1,-1,100,75,16:26,1,-1,-1,-1,-1,-1,-1,-1,100,50,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106421,3,,,,,,130,,,,,12806,2022-10-04 14:14:25,87.5
29,-1,-1,75,50,28:59,0,-1,-1,-1,-1,-1,-1,-1,75,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106342,1,,,,,,51,,,,,12806,2022-10-04 14:43:25,79.16666666666667
30,-1,-1,100,100,1:43,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106418,3,,,,,,127,,,,,12805,2022-10-04 15:32:58,100.0
31,The second part is not explicitly about love,-1,75,100,11:21,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106293,1,,,,,,2,,,,,12805,2022-10-04 15:44:20,87.5
32,-1,-1,100,100,1:33,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106417,3,,,,,,126,,,,,12805,2022-10-04 15:45:55,100.0
33,-1,-1,100,100,2:35,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106511,2,,,,,,220,,,,,12805,2022-10-04 15:48:32,100.0
34,-1,-1,100,100,3:14,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106316,1,,,,,,25,,,,,12805,2022-10-04 15:51:48,100.0
35,-1,-1,100,100,3:34,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106305,1,,,,,,14,,,,,12805,2022-10-04 15:55:23,98.33333333333333
36,-1,-1,100,100,0:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106490,2,,,,,,199,,,,,12805,2022-10-04 15:56:01,100.0
37,-1,-1,100,100,0:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,106370,3,,,,,,79,,,,,12805,2022-10-04 15:56:52,95.83333333333333
38,-1,-1,100,100,2:6,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106354,1,,,,,,63,,,,,12805,2022-10-04 18:40:11,100.0
39,-1,-1,75,100,4:26,1,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106412,3,,,,,,121,,,,,12805,2022-10-04 18:44:38,83.33333333333333
40,-1,-1,100,100,1:3,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106454,2,,,,,,163,,,,,12805,2022-10-04 18:45:43,100.0
41,-1,-1,100,100,2:22,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106353,1,,,,,,62,,,,,12805,2022-10-04 18:48:07,100.0
42,-1,-1,100,100,1:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106371,3,,,,,,80,,,,,12805,2022-10-04 18:50:05,100.0
43,-1,-1,100,100,1:3,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106465,2,,,,,,174,,,,,12805,2022-10-04 18:51:10,100.0
44,-1,-1,100,100,0:30,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106495,2,,,,,,204,,,,,12805,2022-10-04 18:51:41,100.0
45,-1,-1,100,100,1:45,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106364,1,,,,,,73,,,,,12805,2022-10-04 18:53:27,100.0
46,-1,-1,100,100,0:47,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106407,3,,,,,,116,,,,,12805,2022-10-04 18:54:15,100.0
47,-1,-1,100,75,9:56,1,-1,-1,-1,-1,-1,-1,-1,100,75,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106510,2,,,,,,219,,,,,12806,2022-10-05 12:40:37,90.0
48,-1,-1,100,100,6:34,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106486,2,,,,,,195,,,,,12806,2022-10-05 12:47:12,100.0
49,Text wirkt etwas  unzusammenhängend  und eher aufzählend,-1,75,50,11:56,1,-1,-1,-1,-1,-1,-1,-1,100,50,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106398,3,,,,,,107,,,,,12806,2022-10-05 12:59:10,79.16666666666667
50,Text wirkt etwas unzusammenhängend.Es werden eigentlich fast nur Sonntag und Montag thematisiert.Durch Verweise auf andere Sternenkonstellationen  unübersichtlich,-1,50,50,17:15,1,-1,-1,-1,-1,-1,-1,-1,75,75,80,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,106338,1,,,,,,47,,,,,12806,2022-10-05 13:16:26,63.333333333333336
51,Thema des Textes wäre Freizeit,-1,100,75,10:30,0,-1,-1,-1,-1,-1,-1,-1,0,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106377,3,,,,,,86,,,,,12806,2022-10-05 13:26:58,79.16666666666667
52,Der Text-Aussage entsprechend eine passende Wortwahl genutzt,-1,100,100,10:30,0,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106482,2,,,,,,191,,,,,12806,2022-10-05 13:37:29,95.83333333333333
53,-1,-1,100,100,1:22,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106451,2,,,,,,160,,,,,12807,2022-10-06 11:36:44,100.0
54,-1,-1,75,75,11:20,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106342,1,,,,,,51,,,,,12807,2022-10-06 11:48:07,91.66666666666667
55,-1,-1,100,75,16:34,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106383,3,,,,,,92,,,,,12807,2022-10-06 12:04:43,95.83333333333333
56,-1,-1,100,75,7:6,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106374,3,,,,,,83,,,,,12807,2022-10-06 12:11:51,91.66666666666667
57,-1,-1,75,75,10:19,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106312,1,,,,,,21,,,,,12807,2022-10-06 12:22:12,87.5
58,-1,-1,100,100,10:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106482,2,,,,,,191,,,,,12807,2022-10-06 12:33:09,100.0
59,-1,-1,75,50,8:39,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106302,1,,,,,,11,,,,,12807,2022-10-06 12:41:51,75.0
60,-1,-1,100,100,2:45,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106474,2,,,,,,183,,,,,12807,2022-10-06 12:44:38,100.0
61,-1,-1,100,100,16:29,0,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106380,3,,,,,,89,,,,,12807,2022-10-06 13:01:09,87.5
62,-1,-1,100,100,11:46,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106411,3,,,,,,120,,,,,12807,2022-10-06 13:12:57,95.83333333333333
63,-1,-1,100,100,13:39,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106506,2,,,,,,215,,,,,12807,2022-10-06 13:26:39,100.0
64,-1,-1,75,75,18:0,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106324,1,,,,,,33,,,,,12807,2022-10-06 13:44:40,91.66666666666667
65,-1,-1,75,75,10:39,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106320,1,,,,,,29,,,,,12807,2022-10-06 13:55:21,87.5
66,-1,-1,100,100,6:56,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106477,2,,,,,,186,,,,,12807,2022-10-06 14:02:20,100.0
67,-1,-1,100,100,12:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106441,3,,,,,,150,,,,,12807,2022-10-06 14:14:35,100.0
68,-1,-1,100,75,15:56,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106352,1,,,,,,61,,,,,12807,2022-10-06 14:30:33,95.83333333333333
69,-1,-1,100,100,9:56,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106486,2,,,,,,195,,,,,12807,2022-10-06 14:40:31,100.0
70,-1,-1,100,100,8:26,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106434,3,,,,,,143,,,,,12807,2022-10-06 14:48:59,100.0
71,-1,-1,100,100,0:35,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106507,2,,,,,,216,,,,,12807,2022-10-06 14:55:57,98.33333333333333
72,-1,-1,75,100,14:31,1,-1,-1,-1,-1,-1,-1,-1,25,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106377,3,,,,,,86,,,,,12807,2022-10-06 15:10:30,83.33333333333333
73,-1,-1,75,75,6:52,1,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106326,1,,,,,,35,,,,,12807,2022-10-06 15:26:27,83.33333333333333
74,-1,-1,75,100,14:46,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106395,3,,,,,,104,,,,,12807,2022-10-06 15:41:15,95.83333333333333
75,-1,-1,100,100,5:45,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106502,2,,,,,,211,,,,,12807,2022-10-06 15:47:02,100.0
76,-1,-1,100,100,9:47,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106294,1,,,,,,3,,,,,12807,2022-10-06 15:56:51,100.0
77,-1,-1,100,100,5:57,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106449,2,,,,,,158,,,,,12807,2022-10-06 16:02:50,100.0
78,-1,-1,100,75,7:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106315,1,,,,,,24,,,,,12807,2022-10-06 16:10:43,95.83333333333333
79,-1,-1,100,100,12:8,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106427,3,,,,,,136,,,,,12807,2022-10-06 16:22:53,100.0
80,-1,-1,100,75,7:44,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106319,1,,,,,,28,,,,,12807,2022-10-06 16:30:39,91.66666666666667
81,-1,-1,75,100,9:1,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106402,3,,,,,,111,,,,,12807,2022-10-06 16:39:42,95.83333333333333
82,-1,-1,100,100,4:11,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106505,2,,,,,,214,,,,,12807,2022-10-06 16:43:55,100.0
83,-1,-1,75,75,18:12,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106307,1,,,,,,16,,,,,12807,2022-10-06 17:02:09,91.66666666666667
84,-1,-1,100,100,1:26,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106457,2,,,,,,166,,,,,12805,2022-10-06 17:12:10,100.0
85,According to Input&comma; the text should be addressed to Scorpios&comma; but the text contains separate messages for Aries&comma; Taurus and Gemini instead,-1,0,100,10:50,0,-1,-1,-1,-1,-1,-1,-1,0,100,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,106428,3,,,,,,137,,,,,12807,2022-10-06 17:13:01,50.0
86,-1,-1,100,100,1:42,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106336,1,,,,,,45,,,,,12805,2022-10-06 17:13:54,100.0
87,-1,-1,100,100,3:11,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106405,3,,,,,,114,,,,,12805,2022-10-06 17:17:06,100.0
88,-1,-1,100,100,8:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106497,2,,,,,,206,,,,,12807,2022-10-06 17:21:23,100.0
89,The horoscope writes on the topic without addressing the zodiac sign,-1,100,100,5:14,1,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106366,1,,,,,,75,,,,,12805,2022-10-06 17:22:22,95.83333333333333
90,-1,-1,100,100,1:3,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106512,2,,,,,,221,,,,,12805,2022-10-06 17:23:27,100.0
91,The zodiac sign is not addressed and the theme is only partly covered,-1,100,100,2:43,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106402,3,,,,,,111,,,,,12805,2022-10-06 17:26:11,91.66666666666667
92,-1,-1,100,100,0:54,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106508,2,,,,,,217,,,,,12805,2022-10-06 17:27:14,100.0
93,-1,-1,100,100,3:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106391,3,,,,,,100,,,,,12805,2022-10-06 17:30:28,100.0
94,-1,-1,100,100,1:22,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106358,1,,,,,,67,,,,,12805,2022-10-06 17:31:52,95.83333333333333
95,-1,-1,100,100,1:8,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106482,2,,,,,,191,,,,,12805,2022-10-06 17:33:01,100.0
96,-1,-1,100,75,14:3,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106365,1,,,,,,74,,,,,12807,2022-10-06 17:35:28,95.83333333333333
97,The horoscope does not address the theme (work),-1,100,100,3:10,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106378,3,,,,,,87,,,,,12805,2022-10-06 17:36:12,91.66666666666667
98,-1,-1,100,-1,2:0,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106363,1,,,,,,72,,,,,12805,2022-10-06 17:38:13,79.0
99,-1,-1,75,100,2:4,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106329,1,,,,,,38,,,,,12805,2022-10-06 17:40:19,87.5
100,-1,-1,100,100,2:29,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106420,3,,,,,,129,,,,,12805,2022-10-06 17:42:50,95.83333333333333
101,-1,-1,100,100,1:7,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106483,2,,,,,,192,,,,,12805,2022-10-06 17:43:58,100.0
102,-1,-1,100,100,0:32,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106451,2,,,,,,160,,,,,12805,2022-10-06 17:44:31,100.0
103,-1,-1,100,100,1:20,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106379,3,,,,,,88,,,,,12805,2022-10-06 17:45:53,95.83333333333333
104,-1,-1,100,100,10:27,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106513,2,,,,,,222,,,,,12807,2022-10-06 17:45:57,100.0
105,-1,-1,100,100,2:47,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106306,1,,,,,,15,,,,,12805,2022-10-06 17:48:41,95.83333333333333
106,-1,-1,100,100,1:33,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106440,3,,,,,,149,,,,,12805,2022-10-06 17:50:15,100.0
107,-1,-1,100,100,0:46,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106499,2,,,,,,208,,,,,12805,2022-10-06 17:51:03,100.0
108,-1,-1,100,100,2:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106322,1,,,,,,31,,,,,12805,2022-10-06 17:53:15,98.33333333333333
109,-1,-1,75,100,9:50,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106437,3,,,,,,146,,,,,12807,2022-10-06 17:55:49,95.83333333333333
110,-1,-1,100,100,3:35,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106312,1,,,,,,21,,,,,12805,2022-10-06 17:57:06,100.0
111,-1,-1,100,100,0:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106433,3,,,,,,142,,,,,12805,2022-10-06 17:57:56,98.33333333333333
112,-1,-1,100,100,1:1,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106461,2,,,,,,170,,,,,12805,2022-10-06 17:58:59,100.0
113,The zodiac sign is not mentioned in the horoscope,-1,100,100,1:22,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,106424,3,,,,,,133,,,,,12805,2022-10-06 18:00:23,95.83333333333333
