comment,blacklist_suggestions,overall_quality,factual_correctness,readability,rating_time,warm_up,user_suggestions,action_coherence,linguistic_difference,content_similarity,identical_information,exhaustive_information,story_edit,story_old,grammar,implicit_fact_check,citation_correct,context_realization,false_gender,false_mood,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date
-1,-1,30,100,100,2:37,0,-1,100,20,100,100,100,-1,-1,80,100,100,-1,100,100,-1,-1,-1,Sprachliche Unterschiedlichkeit: Die Syntax wurde abgeändert&comma; die Wortwahl gleicht allerdings dem Input,-1,-1,-1,-1,-1,105401,2,,,,,,e3e125aa094d302076bbd00275b2a859,,0,2.314.847.731.590.270,14.796.672.582.626.300,79689,2022-09-16 17:23:11
-1,-1,50,100,75,17:25,0,-1,100,50,70,100,100,-1,-1,50,50,100,-1,100,100,-1,-1,-1,(1) Ausdruck(2) Impliziter Fact-Check , (1)Weiter nach Osten besteht kalte Luft- und Frostgefahr. (2)Seit Montag fahren wegen Eis und Niedrigwasser keine Fähren mehr. -> Aufgrund von Eis und Niedrigwasser fahren seit Montag kaum Fähren. ,-1,-1,-1,-1,105465,3,,,,,,7610b9135c4fe7b4efc5dff592627d32,,0,353.828.387.260.437,301.285.343.170.166,79689,2022-09-16 17:40:37
-1,-1,70,100,100,3:37,0,-1,100,70,80,100,100,-1,-1,90,75,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,105377,1,,,,,,8ccbe76e0926f1441e82abaf0373aabf,,0,24.748.640.060.424.800,11.856.439.590.454.100,79689,2022-09-16 17:44:46
-1,-1,50,100,50,5:12,0,-1,100,60,80,100,100,-1,-1,90,75,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,105435,2,,,,,,8be67d698c059946ae6dca1f07a17e62,,0,24.153.648.138.046.200,12.478.893.995.285.000,79689,2022-09-16 17:49:59
-1,-1,60,100,75,22:43,1,-1,100,60,70,75,100,-1,-1,100,75,100,-1,100,100,-1,keine Grammatik Fehler,-1,wenig Synonyme,-1,-1,-1,-1,-1,105342,1,,,,,,26e309f43066d2f05423bdc787e74f13,,0,2.939.648.199.081.420,14.603.731.870.651.200,70828,2022-09-16 17:50:21
-1,-1,10,100,100,2:26,0,-1,100,10,50,100,100,-1,-1,100,75,100,-1,100,100,-1,-1,-1,Impliziter Fact-Check,Der norwegische König Harald V. (83) muss sich weiterhin von einer Operation am Bein erholen. -> Der norwegische König Harald V. (83) muss sich weiter auf eine Operation am Bein einstellen. ,-1,-1,-1,-1,105353,1,,,,,,2e76a7f6d6f8925907f2002d5bd1be55,,0,17.507.827.758.789.000,5.809.609.651.565.550,79689,2022-09-16 17:52:27
-1,-1,50,100,75,3:11,0,-1,100,50,80,100,100,-1,-1,90,75,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,105467,3,,,,,,54ec20b9c6f32e6b933f226c9b598a9b,,0,20.399.120.569.229.100,17.056.159.734.725.900,79689,2022-09-16 17:55:39
-1,-1,60,75,75,17:40,1,-1,100,70,80,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,Fact Check Fehler,Input: Mittelfeldspielerin Output: Mittelspielerin,-1,-1,-1,-1,105430,2,,,,,,7f974cf3bd28812d2608b12a074f3d5e,,0,22.331.990.718.841.500,10.961.894.273.757.900,70828,2022-09-16 18:08:02
-1,-1,60,100,75,29:0,1,-1,100,70,70,100,100,-1,-1,80,75,100,-1,100,100,-1,-1,-1,1. sprachliche Fehler2. inhaltliche Fehler,1. Input: Die Pandemie halte unverändert an. Die Bürger müssten alle gemeinsam an einem Strang ziehen. Output:   Die Pandemie setze unverändert fort. Alle müssten sich an einem Strang setzen,-1,-1,-1,-1,105361,1,,,,,,203c11cd2f05321b3686fc4db12134af,,0,33.794.536.113.739.000,15.540.894.508.361.800,70828,2022-09-16 18:37:09
-1,-1,70,100,75,10:11,1,-1,75,60,100,100,100,-1,-1,70,100,100,-1,100,100,-1,keine inhaltlichen Fehler,-1,sprachliche Fehler,Input: Das Gericht folgte nun den Kliniken&comma; die meinten&comma; sie müssten das Verbot nicht beachten.  Output: Den Kliniken&comma; die meinten&comma; müssten sie das Verbot nicht beachten&comma; folgte das Gericht nun,-1,-1,-1,-1,105471,3,,,,,,810fe5ea996ed15c4a3980677d81628d,,0,2.027.767.515.182.490,1.648.361.611.366.270,70828,2022-09-16 18:47:21
-1,-1,60,100,75,25:0,1,-1,100,70,90,100,100,-1,-1,90,100,-1,-1,100,100,-1,-1,-1,1. Grammatik,1. &quot;(...)nördlich des Oslo.&quot;,-1,-1,-1,-1,105403,2,,,,,,fe16c434233e4329e1c4dc415ce74013,,0,1.852.193.546.295.160,69.516.706.466.674.800,89491,2022-09-16 18:54:53
-1,-1,80,100,75,23:54,0,-1,100,70,100,100,100,-1,-1,90,100,100,-1,100,100,-1,keine inhaltlichen Fehler,-1,-1,-1,-1,-1,-1,-1,105411,2,,,,,,cb95570ad1cfe82d6584efa70121c68c,,0,3.237.255.382.537.840,1.415.893.030.166.620,70828,2022-09-16 19:11:16
-1,-1,30,100,25,10:32,0,-1,100,70,60,100,100,-1,-1,40,50,100,-1,100,100,-1,-1,-1,1. inhaltliche Fehler 2. sprachliche Fehler,-1,-1,-1,-1,-1,105474,3,,,,,,4574bf9cc877451dcc322083532b93e4,,0,3.181.991.744.041.440,26.702.731.132.507.300,70828,2022-09-16 19:21:49
-1,-1,70,100,100,5:37,0,-1,100,70,80,100,100,-1,-1,100,75,100,-1,100,100,-1,keine sprachlichen Fehler,-1,impliziter Fact Check Fehler,Input: Der norwegische König Harald V. (83) muss sich weiterhin von einer Operation am Bein erholen. Output: Der norwegische König Harald V. (83) muss sich weiter auf eine Operation am Bein einstellen. ,-1,-1,-1,-1,105353,1,,,,,,2e76a7f6d6f8925907f2002d5bd1be55,,0,17.507.827.758.789.000,5.809.609.651.565.550,70828,2022-09-16 19:27:33
-1,-1,70,100,100,6:42,0,-1,100,70,90,100,100,-1,-1,100,100,90,-1,100,100,-1,Zu einer deutschen Stadt wurde das Bundesland erwähnt obwohl es nicht im Input stand,-1,Ein Anführungszeichen zuviel,-1,-1,-1,-1,-1,105356,1,,,,,,0123dcd35b5a78b7ee91b268c0861814,,0,26.922.751.665.115.300,10.940.215.110.778.800,89491,2022-09-16 19:34:19
-1,-1,20,100,100,3:39,1,-1,100,20,100,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,1. Kommata statt Klammern um die &quot;13 Prozent&quot;-Angabe&comma; Satz endet mit einem Semikolon2. nur Satzumstellungen ohne Synonyme,1. Die wichtigsten Exportländer des SUV-Werks Spartanburg sind China (23 Prozent)&comma; Deutschland&comma; 13 Prozent&comma; Südkorea&comma; Kanada und Russland; ,-1,-1,-1,-1,105401,2,,,,,,e3e125aa094d302076bbd00275b2a859,,0,2.314.847.731.590.270,14.796.672.582.626.300,12802,2022-09-17 07:36:01
-1,-1,60,100,75,12:9,1,-1,75,60,90,100,100,-1,-1,90,100,100,-1,100,-1,-1,-1,-1,1. Komma statt &quot;und&quot; passt in diesem Satz nicht2. Ausdruck: &quot;Chefredakteur von Göttingen&quot; statt &quot;in Göttingen&quot;,1. [...] wird Frerk Schenker zum 1. März Chefredakteur des &quot;Göttinger Tageblatts&quot; (GT)&comma; des &quot;Eichsfelder Tageblatts &quot;(ET),-1,-1,-1,-1,105481,3,,,,,,fe425aead24f7659d9d0a95c6009605b,,0,18.863.687.753.677.300,16.072.402.238.845.800,12802,2022-09-17 07:48:13
-1,-1,60,100,75,12:8,1,-1,100,70,90,100,100,-1,-1,80,100,100,-1,100,-1,-1,-1,-1,Konjunktiv an Stellen&comma; wo im Output keiner ist&comma; und umgekehrt,-1,-1,-1,-1,-1,105344,1,,,,,,7f410bd750544d4f45411e6f5dfa70b9,,0,4.274.666.953.086.850,18.366.273.880.004.800,12802,2022-09-17 08:00:32
-1,-1,60,100,75,6:34,1,-1,75,70,90,100,100,-1,-1,80,100,100,-1,100,100,-1,-1,-1,1. unverständliche Formulierung&comma; im Input heißt es &quot;und ist nun seinen Führerschein los.&quot;2. inhaltlich unlogisch,1. [...] und ist nun mit seinem Führerschein losgegangen.; 2. Dort entdeckten die Beamten den weiterfahrenden Mann und fanden ihn in einem Nachbarort in seiner Wohnung,-1,-1,-1,-1,105367,1,,,,,,1845f21a86092647d97c74a40461f447,,1,27.927.711.248.397.800,14.297.719.240.188.500,12802,2022-09-17 08:07:12
-1,-1,50,100,75,8:36,0,-1,75,70,80,100,100,-1,-1,40,75,100,-1,100,100,-1,-1,-1,1. Das Wort &quot;Einwohner&quot; o. ä. fehlt2. &quot;dem Freitag&quot; statt &quot;am Freitag&quot;,1. Ungarn zählt fast zehn Millionen.; 2. [...] wie Orban in einem Rundfunk-Interview dem Freitag erklärte. ,-1,-1,-1,-1,105441,3,,,,,,a0610dda65be20d68b56e8e8dc66ed6b,,0,3.457.465.648.651.120,29.719.374.179.840.000,12802,2022-09-17 08:15:50
-1,-1,50,100,50,15:11,0,-1,75,60,80,100,100,-1,-1,60,75,100,-1,100,100,-1,-1,-1,1. Formulierung (im Input: &quot;weitere 65 Menschen ...&quot;2. &quot;der drei Opfer&quot; impliziert&comma; dass es nur 3 Opfer gibt&comma; im Input heißt es &quot;von drei Opfern&quot;3. Ausdruck: Berufsbewegung statt Berufsverkehr,1. Ein weiterer 65 werde in Krankenhäusern behandelt&comma; [...]; 2. Der Zustand der drei Opfer sei kritisch. ,-1,-1,-1,-1,105432,2,,,,,,e305dfa0114bc2d4f55ea07b48978b25,,0,3.913.828.682.899.470,20.238.479.375.839.200,12802,2022-09-17 08:31:03
-1,-1,60,100,75,5:40,1,-1,100,80,70,100,100,-1,-1,80,50,-1,-1,100,100,-1,-1,-1,1. Grammatik2. Impliziter Fehler,1. &quot;(...) zwischenzeitlichen Absturz in den roten Zahlen (...)&quot; / &quot;Gut 53 Prozent der Stammaktien von VW halten die PSE an&quot;  2. &quot;Die Stuttgarter Holding teilte am Freitag mit&comma; nach jetzigem Stand mit 2&comma;6 Milliarden Euro an Steuern zu rechnen. &quot; / &quot;Wie das Geschäft der Volkswagen AG läuft&comma; hängt im Wesentlichen vom Ergebnis der Porsche und Piëch kontrollierten Porsche SE (PSE) ab. &quot;,-1,-1,-1,-1,105443,3,,,,,,e3dbb3e359fe24a92918be7f37a6798f,,0,17.617.835.521.697.900,1.422.437.047.958.370,89491,2022-09-17 11:40:42
-1,-1,10,50,0,8:44,1,-1,75,80,30,100,100,-1,-1,90,75,100,-1,100,100,-1,-1,-1,1. Tempus verändert2. Ausdruck3. Grammatik4. Kohärenz5. Informationen falsch zugeordnet,1. &quot;Weitere 65 würden in Krankenhäusern behandelt&comma; sagte der lokale Rettungsdienst MedStar am Donnerstagabend (Ortszeit). &quot;  2. &quot;Der Zustand der drei Opfer sei kritisch gewesen. &quot; / &quot;Die Untersuchung dauere noch an&comma; erklärte ein Vertreter von der Polizei. &quot;  / &quot;Es solle aber angenommen werden&comma; dass die Karambolage durch Eis und überfrierenden Regen verursacht wurde.&quot;   3. &quot;(...)durch schweres Gerät(...)&quot; 4. &quot;Mindestens drei kamen laut dem Sender CNN weitere Menschen bei weiteren Unfällen auf spiegelglatten Straßen in Texas ums Leben. &quot; 5. &quot;Bei Dallas habe es eine weitere Massenkarambolage mit 26 Autos gegeben&comma; nahe Austin seien 18 ineinander gefahren.&quot;,-1,-1,-1,-1,105482,3,,,,,,df5f6ecd08664c0470da951de0b0aea0,,0,2.937.604.284.286.490,2.462.659.525.871.270,89491,2022-09-17 11:49:27
-1,-1,30,100,75,30:35,1,-1,75,50,80,100,75,-1,-1,100,100,100,-1,100,100,-1,-1,-1,1. Kohärenz,1. &quot;Das Bundeswirtschaftsministerium sieht es anders – die Behörde rechnet mit dem stärkeren Wettbewerb&comma; es werde &quot;vielfältigere&comma; günstige Angebote&quot; geben.&quot;,-1,-1,-1,-1,105394,2,,,,,,c847b438affdd49360df1c8acc8ae445,,0,45.056.488.275.527.900,21.032.799.243.927.000,89491,2022-09-17 12:20:03
-1,-1,50,75,100,5:59,1,-1,100,70,80,75,75,-1,-1,90,100,-1,-1,100,100,-1,-1,-1,1. GrammatikAus &quot;mehrminutig&quot; wurde &quot;einminutig&quot;Häufiger dasaus spezifisch &quot;die&quot; &comma; &quot;eine&quot; wird (generell&comma; nicht nur in diesem Text),1. &quot;Alle Zuschauer mussten in der Rod-Laver-Arena um 23.30 Uhr Ortszeit (Ortszeit) verlassen. &quot; ,-1,-1,-1,-1,105362,1,,,,,,6e484e3653cbe957f94bd341a337e2d7,,0,2.878.026.247.024.530,135.924.813.747.406,89491,2022-09-17 12:26:02
-1,-1,50,100,75,4:31,0,-1,75,70,90,100,100,-1,-1,90,75,-1,-1,100,100,-1,-1,-1,1. Kohärenz und Grammatik2. Impliziter Fehler,1. &quot;Nach Beschlüssen des Verwaltungsgerichts in der Hauptstadt dürfen Zwei Berliner Kliniken von nun an wieder Menschen mit nicht medizinisch dringlichen Erkrankungen behandeln und operieren. &quot;  2. &quot;Die Kliniken&comma; die das Verbot nicht beachten müssten&comma; folgten nun dem Gericht.&quot;,-1,-1,-1,-1,105371,1,,,,,,b755b7ade70b1182b74fcc35d797f1d7,,0,29.533.112.287.521.300,12.220.218.181.610.100,89491,2022-09-17 12:30:35
-1,-1,50,100,75,6:44,1,-1,75,70,80,100,100,-1,-1,80,75,100,-1,100,100,-1,-1,-1,ein impl. Fact Check Fehler,Input: Sie wurden zur Beobachtung stationär aufgenommen.  Output:  Die Beobachtung wurde stationär aufgenommen,-1,-1,-1,-1,105435,2,,,,,,8be67d698c059946ae6dca1f07a17e62,,0,24.153.648.138.046.200,12.478.893.995.285.000,70828,2022-09-17 14:55:58
-1,-1,50,100,50,15:58,1,-1,75,70,80,100,100,-1,-1,70,50,100,-1,100,100,-1,-1,-1,sprachliche Fehler,Input: Die Investitionen fielen über die Jahre verteilt an  Output: Über die Jahre verteilt fielen die,-1,-1,-1,-1,105436,2,,,,,,e6fa2cf5ad4f580ca7e6bb048ffc83d5,,1,49.093.138.694.763.100,31.173.635.721.206.600,70828,2022-09-17 15:11:57
-1,-1,70,100,75,4:5,1,-1,100,70,100,100,100,-1,-1,100,100,100,-1,100,100,-1,keine Fehler,-1,wenig Synonyme,-1,-1,-1,-1,-1,105451,3,,,,,,60245a00a85e9a5275cb41816db97219,,0,19.645.898.580.551.100,17.512.157.917.022.700,70828,2022-09-17 15:19:55
-1,-1,30,100,75,17:54,1,-1,100,70,40,100,100,-1,-1,90,0,100,-1,100,100,-1,-1,-1,viele inhaltliche Fehler,Input: Für die finanziellen Folgen müssen allein die Eltern aufkommen&comma; wie die obersten Zivilrichter in Karlsruhe entschieden. Output: Wie die obersten Zivilrichter in Karlsruhe entschieden&comma; müssen für die wirtschaftlichen Folgen allein die Eltern aufkommen,-1,-1,-1,-1,105352,1,,,,,,41d0922d036b90fe2b2729ee3786bff8,,0,5.618.621.349.334.710,27.166.014.194.488.500,70828,2022-09-17 15:37:50
-1,-1,60,100,50,13:16,0,-1,75,70,90,100,100,-1,-1,70,100,100,-1,100,100,-1,-1,-1,Ausdruck Fehler,Input: Die Massenkarambolage ereignete sich im morgendlichen Berufsverkehr.  Output: Die Massenkarambolage ereignete sich in der morgendlichen Berufsbewegung. ,-1,-1,-1,-1,105432,2,,,,,,e305dfa0114bc2d4f55ea07b48978b25,,0,3.913.828.682.899.470,20.238.479.375.839.200,70828,2022-09-17 15:51:08
-1,-1,60,100,75,3:11,1,-1,100,60,90,100,100,-1,-1,70,100,100,-1,100,100,-1,-1,-1,1. Ausdruck: bei Aufstiegskurs,1. In der 2. Fußball-Bundesliga bleibt der VfL Bochum bei Aufstiegskurs,-1,-1,-1,-1,105420,2,,,,,,e8d9a530bfe7d4aa61316ea6758beb8c,,0,22.349.327.564.239.500,11.805.616.855.621.300,12802,2022-09-17 16:04:39
-1,-1,50,100,75,7:11,1,-1,75,60,80,100,100,-1,-1,70,75,90,-1,100,100,-1,-1,-1,1. unpassendes &quot;Aber&quot;2. doppelte Anführungszeichen am Zitatende,1. [...] es sei wichtig&comma; auch an die Zukunft in der Pandemie zu denken. Aber: &quot;Ganz konkret tun wir deshalb an dieser Stelle etwas&comma; um diejenigen zu unterstützen&comma; die jetzt noch durchhalten müssen [...],-1,-1,-1,-1,105461,3,,,,,,3d2e80d599baa7e98a1fa0cf1fd1a7c2,,0,20.209.988.832.473.700,16.263.169.050.216.600,12802,2022-09-17 16:12:20
-1,-1,70,100,75,19:50,1,-1,75,70,90,100,100,-1,-1,80,75,100,-1,100,100,-1,-1,-1,1. missverständliche Formulierung (im Input: Der Zustand der drei Opfer sei kritisch.)2. Ausdruck: gegeben worden,1. Die drei Opfer seien kritisch.; 2. Bei Dallas seien 18 Autos ineinander gefahren und nahe Austin eine weitere Massenkarambolage mit insgesamt 26 Fahrzeugen gegeben worden,-1,-1,-1,-1,105382,1,,,,,,a078bfb411c6a7a352cc2118778dbd1a,,0,3.699.527.287.483.210,17.742.119.789.123.500,12802,2022-09-17 16:32:12
-1,-1,60,100,50,17:4,1,-1,50,80,80,100,100,-1,-1,30,75,80,-1,100,100,-1,-1,-1,1. Doppelpunkt nach den Anführungszeichen eines Zitats2. > Zeichen3. Faktenfehler und missverständliche Satzstellung,1. &quot;Mein Dank gilt den Behörden des Bundes sowie in Sachsen-Anhalt und Hessen&quot;: Seehofer sagte.; 2. [...] unsere Terrorismusbekämpfung ist es auch.&quot; > Die deutschen Behörden hatten dem Vernehmen nach in Polen [...]; 3. Im vergangenen Dezember 617 hatte die deutsche Polizei einen islamistischen Gefährder auf dem Radar. ,-1,-1,-1,-1,105466,3,,,,,,1d8354cce456b037d1f6a4a89c506e04,,0,6.188.150.477.409.360,5.068.226.766.586.300,12802,2022-09-17 16:49:18
-1,-1,50,100,75,10:23,0,-1,75,50,90,100,100,-1,-1,70,100,100,-1,100,100,-1,-1,-1,1. &quot;teilte ... bekannt&quot; und &quot;Wenige&quot; mitten in Satz großgeschrieben,1. Das teilte Snowboard Germany Wenige Stunden vor Beginn bekannt. ,-1,-1,-1,-1,105350,1,,,,,,0e4030169c16be0629d39fe73ecf39ad,,1,30.971.713.542.938.200,1.682.649.803.161.620,12802,2022-09-17 16:59:43
-1,-1,40,100,25,6:5,1,-1,75,70,70,100,100,-1,-1,90,100,90,-1,100,100,-1,-1,-1,1. Kohärenz und Ausdruck2. Falsches Satzzeichen3. Ich bin mir nicht sicher&comma; ob das noch auftauchen darf &quot;n/&quot;4. Ausdruck,1. &quot;Der Leverkusener Fußball Trainer (57) sagte &quot;Ich glaube&comma; er kommt wegen mehrerer Spieler. Aber ich könnte es verstehen&comma; wenn er auch wegen Florian Wirtz kommt&quot; am Freitag.&quot;  2. &quot;(...) Nationalmannschaft&quot;: Der Niederländer sagte: &quot;(...)&quot;  3. &quot;(...) ich es verstehen.&quot; n /&quot;  4. &quot;In der laufenden Saison nahm er an 13 Toren bei Bayer in 24 Pflichtspielen teil. &quot; ,-1,-1,-1,-1,105473,3,,,,,,76f975836ba47b1ecd96dca09bc8d750,,1,23.146.522.521.972.600,1.896.180.534.362.790,89491,2022-09-17 20:15:34
-1,-1,70,100,100,13:31,1,-1,100,70,100,100,100,-1,-1,70,100,90,-1,100,100,-1,-1,-1,1. doppelte Anführungszeichen am Zitatende an einer Stelle2. falsch getrenntes Wort (vorsehen),2. Zudem sieht das Krisenmanagement der Regierung&comma; wie von Bund und Ländern in dieser Woche beschlossen&comma; die Öffnung von Grund-&comma; Förder- und Fahrschulen und ab dem 22. Februar sowie ab 1. März auch von Friseuren vorsieht,-1,-1,-1,-1,105409,2,,,,,,34e87655f38978515e0f1109992676a2,,0,6.680.070.328.712.460,3.401.470.327.377.310,12802,2022-09-18 08:30:07
-1,-1,40,100,50,25:55,1,-1,50,60,80,100,100,-1,-1,0,75,50,-1,100,100,-1,-1,-1,1. mehrfach doppelte Anführungszeichen2. / am Ende eines Absatzes3. Ausdruck: &quot;haben sich auf ... befasst&quot;4. alleinstehende öffnenende Klammer vor Zitat und doppelte AZ am Ende5. unpassende Verwendung von &quot;Aber&quot; zwischen den Zitaten6. > Zeichen zwischen zwei Sätzen,2. &quot;Wir rechnen damit&comma; dass die Sexualität bei über 50 Prozent der Paare besser wird.&quot; / [ABSATZ]; 3. Mit den Auswirkungen der Coronakrise haben sich Sexualforscher auf das Liebesleben der Paare in Deutschland befasst; 4. (&quot;Im zweiten Lockdown noch stärker als im ersten.&quot;&quot;; 5. &quot;In Krisenzeiten ist immer eine Intensivierung von Liebesbeziehungen zu beobachten&quot;&comma; sagt. Denn die Möglichkeiten&comma; ein Gefühl für Sicherheit zu bekommen&comma; seien Liebe und Sexualität. Aber: &quot;Auch in Kriegszeiten steigt immer der Wunsch nach Sexualität.&quot;&quot;; 6. [...] hat sich nicht bewahrheitet.&quot; > Es gebe allerdings durchaus Unterschiede,-1,-1,-1,-1,105454,3,,,,,,f7835b679cddf1df0139cc7e947e572a,,0,6.177.871.012.687.680,4.999.736.738.204.950,12802,2022-09-18 08:56:04
