,comment,blacklist_suggestions,story_coherence,readability,rating_time,warm_up,user_suggestions,story_edit,story_old,implicit_fact_check,context_realization,false_gender,false_mood,topic_met,matches_style_tone,spelling_and_grammar,info_consistency,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date,avg_rating
37,-1,-1,100,100,5:58,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103974,2,,,,,,210,,,,,12805,2022-08-30 19:16:17,100.0
38,-1,-1,100,100,0:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103784,1,,,,,,20,,,,,12805,2022-08-30 19:16:49,100.0
39,-1,-1,100,100,0:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103782,1,,,,,,18,,,,,12805,2022-08-30 19:17:27,100.0
40,-1,-1,100,100,4:4,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,104016,2,,,,,,252,,,,,12809,2022-08-30 19:17:33,95.83333333333333
41,-1,-1,100,100,0:46,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103822,1,,,,,,58,,,,,12805,2022-08-30 19:18:15,100.0
42,-1,-1,100,100,0:38,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104056,2,,,,,,292,,,,,12805,2022-08-30 19:18:55,100.0
43,-1,-1,100,100,1:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103948,2,,,,,,184,,,,,12805,2022-08-30 19:20:38,100.0
44,-1,-1,100,100,6:53,0,-1,-1,-1,-1,-1,-1,-1,75,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103769,1,,,,,,5,,,,,12809,2022-08-30 19:24:28,91.66666666666667
45,Minor grammatical error (unnecessary capitalization),-1,100,100,4:0,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104034,2,,,,,,270,,,,,12805,2022-08-30 19:24:39,98.33333333333333
46,-1,-1,100,100,0:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103956,2,,,,,,192,,,,,12805,2022-08-30 19:25:30,100.0
47,-1,-1,100,100,0:54,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103861,1,,,,,,97,,,,,12805,2022-08-30 19:26:25,100.0
48,-1,-1,100,100,1:53,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103856,1,,,,,,92,,,,,12805,2022-08-30 19:28:20,100.0
49,The text contains good metaphors&comma; is well-written and concise,-1,100,100,4:7,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103813,1,,,,,,49,,,,,12805,2022-08-30 19:32:29,100.0
50,-1,-1,100,100,0:33,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104050,2,,,,,,286,,,,,12805,2022-08-30 19:33:04,100.0
51,-1,-1,100,100,1:21,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103864,1,,,,,,100,,,,,12805,2022-08-30 19:34:26,100.0
52,-1,-1,100,100,5:12,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103913,1,,,,,,149,,,,,12805,2022-08-30 19:39:39,100.0
53,-1,-1,100,100,2:24,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103872,1,,,,,,108,,,,,12805,2022-08-30 19:42:05,100.0
54,-1,-1,100,100,2:5,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103908,1,,,,,,144,,,,,12805,2022-08-30 19:44:12,100.0
55,-1,-1,75,100,1:13,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103863,1,,,,,,99,,,,,12805,2022-08-30 19:45:26,91.66666666666667
56,Logical contradiction; a rephrasing of the text would be:&quot;If you aren&#039;t sitting on cloud nine then you should blame the one sitting next to you on that cloud [nine?]&quot,-1,50,100,6:55,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103826,1,,,,,,62,,,,,12805,2022-08-30 19:52:23,87.5
57,-1,-1,100,100,1:32,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104084,2,,,,,,320,,,,,12805,2022-08-30 19:53:56,100.0
58,-1,-1,100,100,0:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104037,2,,,,,,273,,,,,12805,2022-08-30 19:54:33,100.0
59,-1,-1,100,100,1:13,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103989,2,,,,,,225,,,,,12805,2022-08-30 19:55:47,100.0
60,-1,-1,100,100,1:11,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103859,1,,,,,,95,,,,,12805,2022-08-30 19:57:00,100.0
61,-1,-1,100,100,0:57,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103796,1,,,,,,32,,,,,12805,2022-08-30 19:57:58,95.83333333333333
62,-1,-1,100,100,0:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103931,2,,,,,,167,,,,,12805,2022-08-30 19:58:49,100.0
63,Coherent&comma; convincing&comma; and comforting,-1,100,100,2:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104016,2,,,,,,252,,,,,12805,2022-08-30 20:01:22,100.0
64,-1,-1,100,100,0:55,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103923,1,,,,,,159,,,,,12805,2022-08-30 20:02:19,100.0
65,-1,-1,100,100,0:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104073,2,,,,,,309,,,,,12805,2022-08-30 20:02:52,100.0
66,-1,-1,100,100,0:49,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103843,1,,,,,,79,,,,,12805,2022-08-30 20:03:42,100.0
67,-1,-1,100,100,3:21,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104059,2,,,,,,295,,,,,12805,2022-08-30 20:07:05,100.0
68,-1,-1,100,100,0:40,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103894,1,,,,,,130,,,,,12805,2022-08-30 20:07:46,100.0
69,-1,-1,100,100,0:42,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103868,1,,,,,,104,,,,,12805,2022-08-30 20:08:30,100.0
70,-1,-1,100,100,0:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104074,2,,,,,,310,,,,,12805,2022-08-30 20:09:00,100.0
71,Extra/unnecessary &quot;that&quot; in the phrase &quot;in the exact same that way&quot,-1,100,100,12:9,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103793,1,,,,,,29,,,,,12805,2022-08-30 20:21:11,98.33333333333333
72,-1,-1,100,100,7:2,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103891,1,,,,,,127,,,,,12805,2022-08-30 20:28:14,100.0
73,-1,-1,100,100,2:47,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103915,1,,,,,,151,,,,,12805,2022-08-30 20:31:02,100.0
74,-1,-1,100,100,1:27,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103896,1,,,,,,132,,,,,12805,2022-08-30 20:32:31,100.0
75,-1,-1,100,100,5:43,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104058,2,,,,,,294,,,,,12805,2022-08-30 20:38:15,100.0
76,-1,-1,100,100,1:43,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103957,2,,,,,,193,,,,,12805,2022-08-30 20:40:00,98.33333333333333
77,Ends with an irrelevant sentence,-1,75,100,5:20,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103870,1,,,,,,106,,,,,12805,2022-08-30 20:45:21,94.16666666666667
78,-1,-1,100,100,21:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103838,1,,,,,,74,,,,,12805,2022-08-30 21:06:53,98.33333333333333
79,-1,-1,100,100,0:29,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104083,2,,,,,,319,,,,,12805,2022-08-30 21:07:24,100.0
80,-1,-1,100,100,0:38,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103818,1,,,,,,54,,,,,12805,2022-08-30 21:08:03,100.0
81,-1,-1,100,100,0:28,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103955,2,,,,,,191,,,,,12805,2022-08-30 21:08:33,100.0
82,-1,-1,100,100,0:22,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103791,1,,,,,,27,,,,,12805,2022-08-30 21:08:56,100.0
83,-1,-1,100,100,0:27,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104072,2,,,,,,308,,,,,12805,2022-08-30 21:09:25,100.0
84,Very positive and promising,-1,100,100,0:33,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103953,2,,,,,,189,,,,,12805,2022-08-30 21:09:59,100.0
85,-1,-1,100,100,0:34,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103851,1,,,,,,87,,,,,12805,2022-08-30 21:10:34,100.0
86,-1,-1,100,100,0:48,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103819,1,,,,,,55,,,,,12805,2022-08-30 21:11:24,100.0
87,-1,-1,100,100,0:31,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104028,2,,,,,,264,,,,,12805,2022-08-30 21:11:57,100.0
88,-1,-1,100,100,0:23,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103967,2,,,,,,203,,,,,12805,2022-08-30 21:12:21,100.0
89,-1,-1,100,100,0:27,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104031,2,,,,,,267,,,,,12805,2022-08-30 21:12:50,100.0
90,-1,-1,100,100,0:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103970,2,,,,,,206,,,,,12805,2022-08-30 21:13:11,100.0
91,-1,-1,100,100,0:53,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103789,1,,,,,,25,,,,,12805,2022-08-30 21:14:07,100.0
92,-1,-1,100,100,0:19,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103983,2,,,,,,219,,,,,12805,2022-08-30 21:14:27,100.0
93,-1,-1,75,100,3:34,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103862,1,,,,,,98,,,,,12805,2022-08-30 21:18:03,95.83333333333333
94,-1,-1,100,100,0:27,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103779,1,,,,,,15,,,,,12805,2022-08-30 21:18:32,100.0
95,-1,-1,100,100,43:17,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104081,2,,,,,,317,,,,,12809,2022-08-31 08:01:09,98.33333333333333
96,-1,-1,100,100,6:59,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103954,2,,,,,,190,,,,,12809,2022-08-31 08:08:09,100.0
97,-1,-1,75,75,12:13,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,103840,1,,,,,,76,,,,,12809,2022-08-31 08:20:23,85.83333333333333
98,-1,-1,100,100,15:31,1,-1,-1,-1,-1,-1,-1,-1,75,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104004,2,,,,,,240,,,,,12809,2022-08-31 08:35:55,94.16666666666667
99,-1,-1,75,75,8:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103906,1,,,,,,142,,,,,12809,2022-08-31 08:44:02,91.66666666666667
100,-1,-1,100,75,8:9,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,103944,2,,,,,,180,,,,,12809,2022-08-31 08:52:12,91.66666666666667
101,-1,-1,100,100,3:6,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103775,1,,,,,,11,,,,,12807,2022-08-31 21:12:49,100.0
102,Small mistake:  &quot; thelove&quot; written with no space in between,-1,100,100,6:54,1,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104002,2,,,,,,238,,,,,12807,2022-08-31 21:19:45,98.33333333333333
103,-1,-1,100,75,5:18,1,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104028,2,,,,,,264,,,,,12807,2022-08-31 21:25:05,95.83333333333333
104,-1,-1,100,100,5:6,1,-1,-1,-1,-1,-1,-1,-1,100,75,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103821,1,,,,,,57,,,,,12807,2022-08-31 21:30:13,95.83333333333333
105,-1,-1,100,100,3:36,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103909,1,,,,,,145,,,,,12807,2022-08-31 21:33:51,100.0
106,-1,-1,100,100,3:28,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103868,1,,,,,,104,,,,,12807,2022-08-31 21:37:21,95.83333333333333
107,-1,-1,100,100,8:28,0,-1,-1,-1,-1,-1,-1,-1,100,100,90,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103938,2,,,,,,174,,,,,12807,2022-08-31 21:45:52,98.33333333333333
108,-1,-1,100,100,7:55,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103793,1,,,,,,29,,,,,12807,2022-08-31 21:53:48,91.66666666666667
109,-1,-1,100,100,5:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104026,2,,,,,,262,,,,,12807,2022-08-31 21:58:57,100.0
110,-1,-1,75,75,3:21,0,-1,-1,-1,-1,-1,-1,-1,50,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103861,1,,,,,,97,,,,,12807,2022-08-31 22:02:20,83.33333333333333
111,-1,-1,100,100,3:27,0,-1,-1,-1,-1,-1,-1,-1,75,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103841,1,,,,,,77,,,,,12807,2022-08-31 22:05:49,95.83333333333333
112,-1,-1,100,100,4:37,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103954,2,,,,,,190,,,,,12807,2022-08-31 22:10:28,100.0
113,-1,-1,100,100,3:59,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104059,2,,,,,,295,,,,,12807,2022-08-31 22:14:29,100.0
114,-1,-1,100,100,6:2,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103799,1,,,,,,35,,,,,12807,2022-08-31 22:20:33,100.0
115,-1,-1,75,100,8:59,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,103892,1,,,,,,128,,,,,12807,2022-08-31 22:29:34,95.83333333333333
116,-1,-1,100,100,6:18,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104046,2,,,,,,282,,,,,12807,2022-08-31 22:35:55,100.0
117,-1,-1,100,100,5:6,0,-1,-1,-1,-1,-1,-1,-1,100,100,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104057,2,,,,,,293,,,,,12807,2022-08-31 22:41:03,100.0
