comment,blacklist_suggestions,overall_quality,factual_correctness,readability,rating_time,warm_up,user_suggestions,action_coherence,linguistic_difference,content_similarity,identical_information,exhaustive_information,story_edit,story_old,grammar,implicit_fact_check,citation_correct,context_realization,false_gender,false_mood,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date
-1,-1,40,100,50,13:33,0,-1,100,70,80,100,100,-1,-1,40,100,100,-1,100,100,-1,Inhalt größtenteils übernommen,-1,Etliche Grammatik- und Ausdrucksfehler,-1,-1,-1,-1,-1,104677,2,,,,,,27b6d66efb137c644b6f59ec5efefc67,,0,11.247.937.679.290.700,8.046.388.149.261.470,53332,2022-09-08 11:55:52
-1,-1,40,100,100,9:44,1,-1,100,50,80,100,100,-1,-1,100,75,100,-1,100,100,-1,-1,-1,Impliziter Fact-Check: Mir ist in ein paar Texten ein sich wiederholendes Fehlermuster aufgefallen. In Kausalsätzen mit Konnektoren wird die Syntax verändert - durch die veränderte Satzstruktur klingt es aber als würde x zu y führen&comma; obwohl y zu x führt :D,Das Training und die Anforderungen seien etwas anders als in Deutschland&comma; deshalb habe sie sich bei ihrem Wechsel im vergangenen Sommer vom FC Bayern München nach London umstellen müssen. -> Bei ihrem Wechsel im vergangenen Sommer habe sie sich vom FC Bayern München nach London umstellen müssen&comma; deshalb seien die Anforderungen und das Training etwas anders als in Deutschland,-1,-1,-1,-1,104702,2,,,,,,a292f0d4bd68c7c16aa7cecd232205ca,,0,10.972.552.061.080.900,7.928.215.742.111.200,79689,2022-09-08 11:58:06
-1,-1,40,100,75,13:4,0,-1,100,50,80,100,100,-1,-1,50,100,100,-1,-1,-1,-1,Inhalt größtenteils übernommen,-1,Einige Grammatik- und Ausdrucksfehler,[...] der Künstler Albert Coers&comma; die mit seiner Familie Mann in Verbindung stünden [...]],-1,-1,-1,-1,104668,2,,,,,,1862dfcbb482cbaad42e2c69d5019761,,0,7.639.825.344.085.690,5.541.615.009.307.860,53332,2022-09-08 12:08:57
-1,-1,60,100,100,13:6,0,-1,100,50,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,104654,1,,,,,,e2f58e644cc6244b1b07dbfafb5e6b9c,,0,2.751.126.265.525.810,836.007.046.699.524,79689,2022-09-08 12:11:13
-1,-1,50,100,50,11:41,0,-1,100,50,100,100,100,-1,-1,80,100,100,-1,100,100,-1,Inhalt größtenteils gut übernommen,-1,Wenig Unterschied&comma; einige Abzüge bei Ausdruck,-1,-1,-1,-1,-1,104665,2,,,,,,8ffd940c2df90a53d7efe7f9e9713790,,0,10.156.381.368.637.000,708.412.504.196.167,53332,2022-09-08 12:20:42
-1,-1,60,100,75,10:34,0,-1,100,60,90,100,100,-1,-1,90,75,100,-1,100,100,-1,Inhalt größtenteils übernommen,-1,Ausdrucksfehler + IFC,sollten =/= würden,-1,-1,-1,-1,104711,2,,,,,,2330bedd288611062797979793665c50,,0,1.772.640.895.843.500,14.036.396.980.285.600,53332,2022-09-08 12:31:17
-1,-1,90,100,100,28:35,0,-1,100,80,100,100,100,-1,-1,100,100,100,-1,100,100,-1,Sprachliche Unterschiedlichkeit,-1,-1,-1,-1,-1,-1,-1,104684,2,,,,,,1e9ac12606df8c8738008b9a3df41c1e,,0,13.570.504.426.956.100,10.203.527.688.980.100,79689,2022-09-08 12:40:08
-1,-1,20,100,25,10:11,1,-1,25,70,50,100,100,-1,-1,60,50,100,-1,100,100,-1,-1,-1,viele sprachliche Fehlerviele inhaltlichen Fehler,Input: Eintracht Frankfurts Trainer Adi Hütter sieht die Gegner aufgrund der aktuellen Erfolgsserie als besonders motiviert. Output:  Eintracht s. Aufgrund der aktuellen Erfolgsserie ist der Gegner von Frankfurts Trainer Adi Hütter besonders motiviert,-1,-1,-1,-1,104700,2,,,,,,9d659c5f2cea8ac0b3c03956f235fce9,,0,1.908.369.016.647.330,15.651.216.983.795.100,70828,2022-09-09 12:40:45
-1,-1,70,100,100,10:7,1,-1,100,70,90,100,100,-1,-1,100,75,100,-1,-1,-1,-1,keine sprachlichen Fehler,-1,-1,-1,-1,-1,-1,-1,104653,1,,,,,,60dfbf02c7ee8d2c4e3e616f91f17633,,0,19.635.560.750.961.300,66.671.059.131.622.300,70828,2022-09-09 12:50:52
-1,-1,70,100,100,20:28,1,-1,100,70,90,100,75,-1,-1,100,75,100,-1,100,100,-1,keine sprachlichen Fehler,-1,ein inhaltlicher Fehler,Input: Im SUV-Werk Spartanburg habe man im vergangenen Jahr 361.000 Autos gebaut und 219.000 Autos im Wert von 8&comma;9 Milliarden Dollar exportiert&comma; teilte BMW am Freitag in München mit.  Output: Im vergangenen Jahr habe man im SUV-Werk Spartanburg 361.000 Autos gebaut&comma; 219.000 Autos im Wert von 8&comma;9 Milliarden Dollar&comma; teilte BMW am Freitag in München mit. ,-1,-1,-1,-1,104673,2,,,,,,1509ee6dc1d9b6a723c2ebd6ec1b0241,,0,1.270.348.334.312.430,10.666.497.230.529.700,70828,2022-09-09 13:11:21
-1,-1,20,100,0,6:36,1,-1,75,70,70,100,75,-1,-1,30,75,100,-1,100,100,-1,-1,-1,viele sprachliche Fehler,-1,-1,-1,-1,-1,104639,1,,,,,,f42d85452dc2ae68bf473f29c6b58438,,0,18.329.973.697.662.300,51.140.782.833.099.300,70828,2022-09-09 13:17:58
-1,-1,80,100,75,10:22,1,-1,100,90,80,100,100,-1,-1,90,100,100,-1,100,100,-1,1. Sehr schön umformuliert. Sätze mit der Satzbaustruktur werden häufiger fehlerhaft paraphrasiert,1. &quot;Die erste Corona-Welle Anfang 2020 hatte vor allem die Stadt Bergamo in der Lombardei schwer getroffen. &quot;,1. Aus Plural wurde SingularDer Tempus wurde geändert.2. Ausdruck nicht so schön,1. &quot;Das teilte der Veranstalter des Bergamo Film Festivals am Freitag mit.&quot; 2. &quot;Zur Erläuterung hieß es&comma; dass der Künstler (&quot;Die Blechtrommel&quot;&comma; &quot;Homo Faber&quot;) ein &quot;facettenreicher und höchst kreativer Autor&comma; der oft von Literatur inspiriert ist&quot;.&quot;,-1,-1,-1,-1,104649,1,,,,,,7f6b1492c966cd7ba88e255b9694bf04,,0,16.189.091.682.434.000,3.618.467.330.932.610,89491,2022-09-09 13:31:18
-1,-1,50,100,50,3:1,1,-1,75,80,70,100,100,-1,-1,100,100,-1,-1,100,100,-1,-1,-1,1. Ausdruck fehlleitend2. Kohärenz&comma; Tempus und Sinn,1. &quot;(...)nach dem geglückten Eingriff durch einen Sehnenschaden (...)&quot;  2. &quot;Harald absolvierte demnach weitere Reha-Einheiten&comma; bevor er zu seinen dienstlichen Pflichten zurückkehrte&comma; was die Ärzte empfahlen. &quot;,-1,-1,-1,-1,104675,2,,,,,,36c100644016d71d2db5e6d7ce99e785,,0,6.382.257.461.547.850,4.255.965.948.104.850,89491,2022-09-09 13:34:20
-1,-1,60,100,75,19:46,0,-1,100,70,80,100,100,-1,-1,80,75,100,-1,100,100,-1,viele Umstellungen,-1,ein gravierender impliziter Fact Check Fehler,Input: Das muslimische Turkvolk fühlt sich von den herrschenden Han-Chinesen unterdrückt.  Output: Die herrschenden Han-Chinesen fühlen sich von dem muslimischen Turkvolk unterdrückt,-1,-1,-1,-1,104646,1,,,,,,dde6b3a21b3aab3d0e566e5c33d6062c,,1,3.373.620.080.947.870,9.448.833.703.994.750,70828,2022-09-09 13:37:46
-1,-1,60,100,50,12:5,1,-1,100,70,80,100,100,-1,-1,90,100,100,-1,100,100,-1,1. Klingt schöner as im Input,1. &quot;Im Januar wurde die Untersuchungshaft Kolesnikowas um weitere zwei Monate bis zum 8. März verlängert.&quot; ,1. Grammatik2. Aus Plural wurde Singular3. Unpassendes Satzzeichen4. &quot;mehr&quot; verändert die Aussage,1. &quot;(...)Maria Kolesnikowa neue Anschuldigungen zufolge bis zu zwölf Jahren Haft.&quot;  2. &quot;(...)Aufrufe zur Handlung(...)&quot;  3. &quot;(...)geworden; Sie schloss (...)&quot;  4. &quot;Die EU erkennt den 66-Jährigen nicht mehr als Staatschef an.&quot;,-1,-1,-1,-1,104636,1,,,,,,8865461c0619eb9f05746ce0c9574bd0,,0,3.593.665.671.348.570,9.653.101.444.244.380,89491,2022-09-09 13:46:26
-1,-1,30,100,25,30:22,0,-1,50,70,60,100,100,-1,-1,50,75,100,-1,100,100,-1,viele Umstellungen,-1,1.viele sprachliche Fehler2.viele inhaltliche Fehler,Input: Mehr als 150 Anrufe habe er erhalten&comma; seit klar ist&comma; dass er am 1. März wieder öffnen dürfe&comma; sagte Friseur Andreas Nuissl (57) am Freitag auf Nachfrage.  Output: Seit klar ist&comma; dass er am 1. März wieder öffnen darf&comma; sagte Friseur Andreas Nuissl (57) am Freitag auf Nachfrage&comma; mehr als 150 Anrufe hatte er erhalten. ,-1,-1,-1,-1,104671,2,,,,,,d6410fb282d68d91d85156d959fc8508,,0,14.237.740.755.081.100,1.063.405.179.977.410,70828,2022-09-09 14:08:09
-1,-1,80,100,100,20:39,0,-1,100,70,90,100,100,-1,-1,100,75,100,-1,100,100,-1,keine sprachlichen Fehler,-1,ein inhaltlicher Fehler,Input: Friseurgeschäfte durften seit dem neuerlichen Lockdown vom 16. Dezember an keine Dienstleistungen mehr anbieten. Output: Friseurgeschäfte dürfen im neuerlichen Lockdown ab 16. Dezember nicht mehr Dienstleistungen anbieten,-1,-1,-1,-1,104621,1,,,,,,938f06fbb25433f3bdf52d4706f26cc3,,0,2.133.280.849.456.780,5.994.821.548.461.910,70828,2022-09-09 14:28:49
-1,-1,50,100,75,4:7,1,-1,75,60,80,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,1. Wort wurde unpassend großgeschrieben2. Kohärenz,1. &quot;(...)Germany Wenige Stunden vor dem Start (...)&quot;  2. &quot;Das teilte Snowboard Germany Wenige Stunden vor dem Start ist das bekannt geworden. &quot;,-1,-1,-1,-1,104622,1,,,,,,509cc3cf62affe211ce89d5d14ffc4d5,,2,21.597.801.685.333.200,7.511.836.767.196.650,89491,2022-09-09 17:41:23
-1,-1,60,100,50,2:38,1,-1,100,60,80,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,1. Sinn und Ausdruck,1. &quot;Dann hätte auch der Impfstoff vernichtet werden müssen. &quot;,-1,-1,-1,-1,104619,1,,,,,,3f1ed32656f2d69a610840d86838f8d7,,0,16.844.057.083.129.800,35.213.258.266.448.900,89491,2022-09-09 17:44:02
-1,-1,70,100,75,7:32,1,-1,100,80,100,100,100,-1,-1,90,100,-1,-1,100,100,-1,-1,-1,1. Leerzeichen wurd in der Klammer hinzugefügt2. Ausdruck nicht so schön,1. &quot;(...)Mann ( 1875)(...)&quot; 2. &quot;Nach Angaben der Hansestadt steuert Lübeck mit einer Laterne und einem Straßenschild die Thomas-Mann-Straße aus dem Lübecker Stadtteil St. Gertrud bei. &quot; ,-1,-1,-1,-1,104618,1,,,,,,e079ee265e0e895c717b6dd9fdb3eb99,,0,12.752.801.656.723.000,34.724.233.150.482.100,89491,2022-09-09 17:51:40
-1,-1,80,100,75,2:27,1,-1,100,90,90,100,100,-1,-1,100,100,-1,-1,100,100,-1,-1,-1,1. Ausdruck nicht optimal aber auch nicht falsch,1. &quot;(...) von einem Eingriff am Bein(...)&quot; / &quot;Der Monarch befinde sich nach dem geglückten Eingriff wegen eines Sehnenschadens oberhalb des rechten Knies (...)&quot;,-1,-1,-1,-1,104625,1,,,,,,5bb25765e05c67842a396117a9382b9e,,0,13.823.337.078.094.400,22.417.714.595.794.600,89491,2022-09-09 17:54:09
-1,-1,40,100,50,3:55,0,-1,100,60,70,100,100,-1,-1,90,100,-1,-1,100,100,-1,-1,-1,1. Falsches Füllwort&comma; SinnveränderungAus &quot;alles&quot; wurde &quot;alle&quot; 2. Ausdruck nicht so schön,1. &quot;Nach mehreren schweren Schlittenunfällen für Kinder hat die Uniklinik Essen dringend dazu geraten&comma; einen Helm beim Schlittenfahren zu tragen. &quot;  2. &quot;Ein Kind sei mit seinem Schlitten in einem der drei Fälle gegen den Baum geprallt.&quot;,-1,-1,-1,-1,104707,2,,,,,,16c4e95da6a3c2333c97a57cc9676599,,0,12.424.927.473.068.200,9.703.530.073.165.890,89491,2022-09-09 17:58:04
-1,-1,40,100,50,4:15,0,-1,100,70,80,100,100,-1,-1,100,100,-1,-1,100,100,-1,-1,-1,1. Ausdruck ,1. &quot;Bestandsdaten umfassen nicht die Inhalte etwa von Anrufen oder E-Mails&comma; sondern auch keine Verkehrsdaten&comma; aus denen etwa ersichtlich ist&comma; wer wann mit wem telefonierte.&quot; / &quot;Das Gesetz musste deshalb geändert werden&comma; weil die Karlsruher Richter jedoch entschieden&comma; dies sei nur noch bei einer konkret drohenden Gefahr zulässig.&quot;,-1,-1,-1,-1,104655,1,,,,,,1bebc35ccdd6ba03c45280c5744be11b,,0,24.597.381.830.215.400,5.936.349.630.355.830,89491,2022-09-09 18:02:41
-1,-1,20,75,0,6:38,0,-1,50,60,50,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,1. Ausdruck&comma; Kohärenz2. Expliziter Fehler&comma; anderes Zeichen eingefügt3. Satzzeichen falsch,1. &quot;(...)geschoben – nun ist sein Führerschein los. &quot; / &quot;(...)die weiße Pracht weggeworfen&comma; (...)&quot; / &quot;Anwohner riefen Hilfe der Polizei. &quot; / &quot;In einem Nachbarort fanden die Beamten den Mann in seiner Wohnung und suchten ihn&comma; der weitergefahren war. &quot; / &quot;Ein Atemalkoholtest kam auf 2&comma;34 Promille an. &quot;  / &quot;Nach Angaben der Sprecherin hänge das Ergebnis der Blutalkoholprobe ab&comma; wie lange die Fahrerlaubnis einbehalten werde. &quot; 2. &quot;(...)ZT.300 (...) 3. &quot;(...)geschätzt;&quot;,-1,-1,-1,-1,104639,1,,,,,,f42d85452dc2ae68bf473f29c6b58438,,0,18.329.973.697.662.300,51.140.782.833.099.300,89491,2022-09-09 18:09:20
-1,-1,70,100,75,4:23,0,-1,75,80,100,100,100,-1,-1,80,100,-1,-1,100,100,-1,-1,-1,1. Satzzeichen fehlt2. Grammatik,1. &quot;(...)auf Aufstiegskurs Die Bochumer gewannen (...)&quot; 2. &quot;(...)dem Niedersachsen (...)&quot;,-1,-1,-1,-1,104692,2,,,,,,72b1995fd8cb791ea59a3bcf58a12ab3,,0,10.929.402.828.216.500,8.435.238.599.777.220,89491,2022-09-09 18:13:43
-1,-1,30,100,50,6:0,0,-1,50,80,60,100,50,-1,-1,90,75,90,-1,100,100,-1,-1,-1,1. Satzzeichen taucht plötzlich auf2. Direkte Rede in indirekte Rede hat nicht funktioniert3. Ausdruck4. Kohärenz / impliziter Fehler,1. &quot;Eintracht / Frankfurts (...)&quot; 2. &quot;Der Österreicher sagte am Freitag bei einer Online-Pressekonferenz&comma; dass alle wollen uns jetzt schlagen. &quot;  3. &quot;(...)&quot;&comma; lobte Hütter die Einstellung.&quot;  / &quot;Nach dem kurzfristigen Aus beim Gastspiel bei der TSG 1899 Hoffenheim kommt Aymen Barkok dann wieder einsatzbereit. &quot; 4. &quot;Wie Sturm-Leihgabe Luka Jovic ist auch offen&comma; ob er gleich in der Startelf stehen wird.&quot; ,-1,-1,-1,-1,104650,1,,,,,,cbe796c16d9f58ed7567376761b04186,,0,20.308.868.646.621.700,5.880.252.838.134.760,89491,2022-09-09 18:19:44
-1,-1,10,100,25,5:23,0,-1,50,90,60,100,100,-1,-1,70,100,100,-1,100,100,-1,-1,-1,1. Grammatik2. Kohärenz&comma; Satz wurde auseinander gebaut3. Klammer falsch gesetzt4. Ausdruck/Grammatik,1. &quot;(...)im Freitag bekannt&quot;  2. &quot;22 sollen die Werke des 81-Jährigen bei der 39-Ausgabe des Festivals (24. April bis 2. Mai) zeigen. &quot; 3. &quot;(...) &quot;Die Blechtrommel&quot; (&quot;Homo Faber&quot;) (...)&quot; 4. &quot; Die Virus-Situation dort besserte sich später deutlich an. &quot; 5. &quot;Derzeit gelten in Italien zahlreiche Einschränkungen für Kultur&comma; Kinos sind geschlossen.&quot;,-1,-1,-1,-1,104699,2,,,,,,a6b371cb393a3d15c3a9e0dd11337e00,,0,8.468.361.854.553.220,547.517.728.805.542,89491,2022-09-09 18:25:08
-1,-1,10,100,50,5:16,0,-1,50,90,40,50,100,-1,-1,100,75,90,-1,100,100,-1,-1,-1,1. Kohärenz2. Kohärenz und Ausdruck3. Zitatanhang kaputt4. Satz wurde komplett umgestellt&comma; nicht mehr lesbar5. Aussage verändert,1. &quot;Eintracht s. Aufgrund der aktuellen Erfolgsserie ist der Gegner von Frankfurts Trainer Adi Hütter besonders motiviert. &quot; 2. &quot;Der Österreicher am Freitag sagte auf der Online-Pressekonferenz&quot; 3. &quot;(...)&quot; / Hütter:&quot; 4. &quot;Im Gastspiel bei der TSG 1899 gab es nach dem kurzfristigen Ausfall einen Rückschlag. Hoffenheim: Aymen Barkok jetzt wieder einsatzbereit. &quot; 5. &quot;Seit der Rückkehr von Real Madrid spielte Jovic nicht mehr viel von Anfang an.&quot;,-1,-1,-1,-1,104700,2,,,,,,9d659c5f2cea8ac0b3c03956f235fce9,,0,1.908.369.016.647.330,15.651.216.983.795.100,89491,2022-09-09 18:30:25
-1,-1,60,100,75,14:24,1,-1,75,80,80,100,100,-1,-1,40,75,100,-1,100,100,-1,viele Satzumstellungen,-1,1. Komma nach Punkt&comma; doppelte schließende Klammer2. Faktenfehler: Die Gerichte wollten die Pferdebesitzerin beteiligen3. Verb nicht getrennt,1. (Az.&comma; VI ZR 210/18 u.a.)); 2. Die Pferdebesitzerin hatte sich zusammen mit ihrer Haftpflichtversicherung an den Folgekosten beteiligen wollen&comma; so das Landgericht Freiburg und das Oberlandesgericht Karlsruhe.; 3. Pferde ausübten erfahrungsgemäß eine starke Anziehungskraft für Kinder ,-1,-1,-1,-1,104624,1,,,,,,8fddd082d935b7b24e4319feeb5a2830,,0,40.585.291.624.069.200,11.897.029.876.708.900,12802,2022-09-10 08:16:17
-1,-1,50,100,50,26:33,1,-1,25,80,60,100,50,-1,-1,0,75,90,-1,100,100,-1,sehr sinnvolle Absatzschaltung,-1,1. Satzumstellung funktioniert nicht2. Bezug des 2. Satzes zum ersten stimmt nicht (plus die Fehler im ersten Satz)3. doppelte Anführungszeichen am Zitatende4. Subjekt fehlt durch diese Formulierung (ursprünglich fügt besagter anderer Parlamentarier die Bemerkung an)5. Faktenfehler; Originalsatz: &quot;Die Frau war nicht seine Partnerin.&quot;6. insgesamt sehr viele Fehler,1. Schon können sich Leute aus aller Welt auf den Bildschirm holen&comma; und ein paar Klicks kann man ganz bequem von zu Hause mit Kollegen austauschen.; 2. Dumm nur&comma; wenn man die Technologie nicht so will&comma; wie man selbst. Oder um die Kamera wieder auszuschalten&comma; wenn man sie vergisst.; 4. Während im Hintergrund Gelächter zu hören ist&comma; merkt &quot;Du stehst auf dem Kopf&comma; Tom&quot; einen Videomitschnitt eines anderen Parlamentariers an.; 5. Seine Partnerin war keine Frau. ,-1,-1,-1,-1,104694,2,,,,,,deefffdbc2cf15e7133ec8e2f18dfdd9,,1,6.255.700.659.751.890,4.718.757.891.654.960,12802,2022-09-10 08:42:52
-1,-1,60,100,75,5:50,1,-1,100,70,100,100,100,-1,-1,80,100,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104613,1,,,,,,fd369e9d1a9245c3b5b7840ca7041f49,,0,285.669.002.532.959,7.624.064.683.914.180,12802,2022-09-10 08:48:44
-1,-1,50,100,75,6:24,1,-1,100,60,100,100,100,-1,-1,60,100,100,-1,100,100,-1,-1,-1,1. unnötiger slash,1. Eintracht / Frankfurts Trainer Adi Hütter ,-1,-1,-1,-1,104650,1,,,,,,cbe796c16d9f58ed7567376761b04186,,0,20.308.868.646.621.700,5.880.252.838.134.760,12802,2022-09-10 08:55:09
-1,-1,60,100,75,4:53,0,-1,75,60,90,100,100,-1,-1,90,75,100,-1,100,100,-1,-1,-1,Faktenfehler: &quot;seiner Familie&quot; statt &quot;der Familie&quot;,1. Eine Installation der Straßenschilder aus verschiedenen Städten plane der Künstler Albert Coers&comma; die mit seiner Familie Mann in Verbindung stünden,-1,-1,-1,-1,104668,2,,,,,,1862dfcbb482cbaad42e2c69d5019761,,0,7.639.825.344.085.690,5.541.615.009.307.860,12802,2022-09-10 09:00:09
-1,-1,60,100,75,3:42,1,-1,100,70,100,100,100,-1,-1,90,100,100,-1,100,-1,-1,-1,-1,1. Ausdruck: &quot;Soldaten von 3800&quot;2. Konjunktiv an mehreren Stellen nicht übernommen,1. Nach einem &quot;Spiegel&quot;-Bericht sind seit Jahresbeginn Soldaten von 3800 gegen das Coronavirus geimpft worden,-1,-1,-1,-1,104669,2,,,,,,5b2821e05317f4ccd700e41ce4e61d50,,0,7.741.688.251.495.360,52.409.563.064.575.100,12802,2022-09-10 11:06:46
-1,-1,50,100,100,14:56,1,-1,75,70,80,100,100,-1,-1,60,50,100,-1,-1,100,-1,-1,-1,1. veränderte Satzstellung führt zu Fakten- und Grammatikfehlern2. Faktenfehler: Die Wahl wurde als gefälscht eingeschätzt&comma; nicht die Proteste3. Genusfehler (ursprünglich: &quot;den 66-Jährigen&quot;),1. Der bisherige Vorwurf der Musikerin&comma; die der nationalen Sicherheit schadeten&comma; lautete auf öffentlichen Aufrufen zu Handlungen.; 2. Sie schloss sich nach den weithin als gefälscht eingeschätzten Protesten an.; 3. Die EU erkennt die 66-Jährige auch nicht als Präsident an.  ,-1,-1,-1,-1,104686,2,,,,,,5b8f9e80c9d7bc3b4094b6557fdd64d8,,0,2.154.077.696.800.230,1.631.564.211.845.390,12802,2022-09-10 11:21:44
-1,-1,30,100,0,11:28,1,-1,100,60,70,100,100,-1,-1,40,50,90,-1,100,100,-1,-1,-1,1. Ausdruck - hat erlitten / ist gekommen2. Satzstellung3. Artikel fehlt4. &quot;an&quot; fehlt und Richter wird zu Plural5. Satzstellung nicht ideal6. Erneut Plural7. indirektes Zitat falsch8. Satzzeichen9. Ausdruck,1.  zu einer Niederlage gekommen 2. Für April plus Zinsen soll C&A nun die Miete nachzahlen. 3. an Mietsache darstelle. 4. Die Richter sahen auch keine Anpassung des Mietvertrags als zwingend. 6. Die Mietzahlung hätte dafür für C&A unzumutbar sein müssen&comma; was dieser aber verneinte. 6.  die Entscheidung der Richter 7.  Nach eingehender Prüfung der Begründung des Gerichts werden wir über weitere Schritte entscheiden. 8. protestiert; 9. Darin war unter anderem zu verstehen&comma; ,-1,-1,-1,-1,104635,1,,,,,,a1eab00d74e8711c4a994c22962342a1,,0,38.701.805.114.746.000,9.577.592.611.312.860,50504,2022-09-10 11:35:05
